"[13, 4, 3, 1, 0, 0]",2,,,"[14, 3, 2, 1, 1, 0]",0.003021148
"[13, 4, 4, 0, 0, 0]",2,,,"[14, 3, 2, 2, 0, 0]",0.003021148
"[13, 5, 1, 1, 1, 0]",2,,,"[14, 3, 3, 1, 0, 0]",0.003021148
"[13, 5, 2, 1, 0, 0]",2,,,"[14, 4, 1, 1, 1, 0]",0.003021148
"[13, 5, 3, 0, 0, 0]",0,,,"[14, 4, 2, 1, 0, 0]",0.003021148
"[13, 6, 1, 1, 0, 0]",2,,,"[14, 4, 3, 0, 0, 0]",0.003021148
"[13, 6, 2, 0, 0, 0]",2,,,"[14, 5, 1, 1, 0, 0]",0.003021148
"[13, 7, 1, 0, 0, 0]",2,,,"[14, 5, 2, 0, 0, 0]",0.003021148
"[13, 8, 0, 0, 0, 0]",1,,,"[14, 6, 1, 0, 0, 0]",0.003021148
"[14, 2, 2, 1, 1, 1]",2,,,"[14, 7, 0, 0, 0, 0]",0.003021148
"[14, 2, 2, 2, 1, 0]",2,,,"[15, 2, 1, 1, 1, 1]",0.003021148
"[14, 3, 1, 1, 1, 1]",2,,,"[15, 2, 2, 1, 1, 0]",0.003021148
"[14, 3, 2, 1, 1, 0]",2,,,"[15, 2, 2, 2, 0, 0]",0.003021148
"[14, 3, 2, 2, 0, 0]",2,,,"[15, 3, 1, 1, 1, 0]",0.003021148
"[14, 3, 3, 1, 0, 0]",2,,,"[15, 3, 2, 1, 0, 0]",0.003021148
"[14, 4, 1, 1, 1, 0]",2,,,"[15, 3, 3, 0, 0, 0]",0.003021148
"[14, 4, 2, 1, 0, 0]",2,,,"[15, 4, 1, 1, 0, 0]",0.003021148
"[14, 4, 3, 0, 0, 0]",2,,,"[15, 4, 2, 0, 0, 0]",0.003021148
"[14, 5, 1, 1, 0, 0]",2,,,"[15, 5, 1, 0, 0, 0]",0.003021148
"[14, 5, 2, 0, 0, 0]",2,,,"[15, 6, 0, 0, 0, 0]",0.003021148
"[14, 6, 1, 0, 0, 0]",2,,,"[16, 1, 1, 1, 1, 1]",0.003021148
"[14, 7, 0, 0, 0, 0]",2,,,"[16, 2, 1, 1, 1, 0]",0.003021148
"[15, 2, 1, 1, 1, 1]",2,,,"[16, 2, 2, 1, 0, 0]",0.003021148
"[15, 2, 2, 1, 1, 0]",2,,,"[16, 3, 1, 1, 0, 0]",0.003021148
"[15, 2, 2, 2, 0, 0]",2,,,"[16, 3, 2, 0, 0, 0]",0.003021148
"[15, 3, 1, 1, 1, 0]",2,,,"[16, 4, 1, 0, 0, 0]",0.003021148
"[15, 3, 2, 1, 0, 0]",2,,,"[16, 5, 0, 0, 0, 0]",0.003021148
"[15, 3, 3, 0, 0, 0]",2,,,"[17, 1, 1, 1, 1, 0]",0.003021148
"[15, 4, 1, 1, 0, 0]",2,,,"[17, 2, 1, 1, 0, 0]",0.003021148
"[15, 4, 2, 0, 0, 0]",2,,,"[17, 2, 2, 0, 0, 0]",0.003021148
"[15, 5, 1, 0, 0, 0]",2,,,"[17, 4, 0, 0, 0, 0]",0.003021148
"[15, 6, 0, 0, 0, 0]",2,,,"[18, 1, 1, 1, 0, 0]",0.003021148
"[16, 1, 1, 1, 1, 1]",2,,,"[18, 2, 1, 0, 0, 0]",0.003021148
"[16, 2, 1, 1, 1, 0]",2,,,"[18, 3, 0, 0, 0, 0]",0.003021148
"[16, 2, 2, 1, 0, 0]",2,,,"[19, 1, 1, 0, 0, 0]",0.003021148
"[16, 3, 1, 1, 0, 0]",2,,,"[19, 2, 0, 0, 0, 0]",0.003021148
"[16, 3, 2, 0, 0, 0]",2,,,"[20, 1, 0, 0, 0, 0]",0.003021148
"[16, 4, 1, 0, 0, 0]",2,,,"[8, 5, 5, 1, 1, 1]",0.001510574
"[16, 5, 0, 0, 0, 0]",2,,,"[8, 6, 3, 3, 1, 0]",0.001510574
"[17, 1, 1, 1, 1, 0]",2,,,"[9, 4, 4, 2, 1, 1]",0.001510574
"[17, 2, 1, 1, 0, 0]",2,,,"[9, 6, 2, 2, 2, 0]",0.001510574
"[17, 2, 2, 0, 0, 0]",2,,,"[9, 7, 3, 1, 1, 0]",0.001510574
"[17, 3, 1, 0, 0, 0]",1,,,"[10, 4, 4, 3, 0, 0]",0.001510574
"[17, 4, 0, 0, 0, 0]",2,,,"[11, 6, 4, 0, 0, 0]",0.001510574
"[18, 1, 1, 1, 0, 0]",2,,,"[12, 4, 4, 1, 0, 0]",0.001510574
"[18, 2, 1, 0, 0, 0]",2,,,"[13, 2, 2, 2, 2, 0]",0.001510574
"[18, 3, 0, 0, 0, 0]",2,,,"[13, 3, 3, 2, 0, 0]",0.001510574
"[19, 1, 1, 0, 0, 0]",2,,,"[13, 8, 0, 0, 0, 0]",0.001510574
"[19, 2, 0, 0, 0, 0]",2,,,"[17, 3, 1, 0, 0, 0]",0.001510574
"[20, 1, 0, 0, 0, 0]",2,,,"[21, 0, 0, 0, 0, 0]",0.001510574
"[21, 0, 0, 0, 0, 0]",1,,,"[13, 5, 3, 0, 0, 0]",0
