Matchup	Value
[7, 5, 3, 3, 3, 0]	-15
[7, 5, 4, 2, 2, 1]	-17
[7, 5, 4, 3, 1, 1]	-14
[7, 5, 4, 3, 2, 0]	-14
[7, 5, 4, 4, 1, 0]	-10
[7, 5, 5, 2, 1, 1]	-13
[7, 5, 5, 2, 2, 0]	-13
[7, 5, 5, 3, 1, 0]	-10
[7, 5, 5, 4, 0, 0]	-6
[7, 6, 2, 2, 2, 2]	-20
[7, 6, 3, 2, 2, 1]	-17
[7, 6, 3, 3, 1, 1]	-14
[7, 6, 3, 3, 2, 0]	-14
[7, 6, 4, 2, 1, 1]	-13
[7, 6, 4, 2, 2, 0]	-13
[7, 6, 4, 3, 1, 0]	-10
[7, 6, 4, 4, 0, 0]	-6
[7, 6, 5, 1, 1, 1]	-9
[7, 6, 5, 2, 1, 0]	-9
[7, 6, 5, 3, 0, 0]	-6
[7, 6, 6, 1, 1, 0]	-5
[7, 6, 6, 2, 0, 0]	-5
[7, 7, 2, 2, 2, 1]	-16
[7, 7, 3, 2, 1, 1]	-13
[7, 7, 3, 2, 2, 0]	-13
[7, 7, 3, 3, 1, 0]	-10
[7, 7, 4, 1, 1, 1]	-9
[7, 7, 4, 2, 1, 0]	-9
[7, 7, 4, 3, 0, 0]	-6
[7, 7, 5, 1, 1, 0]	-5
[7, 7, 5, 2, 0, 0]	-5
[7, 7, 6, 1, 0, 0]	-1
[7, 7, 7, 0, 0, 0]	+3
[8, 3, 3, 3, 2, 2]	-22
[8, 3, 3, 3, 3, 1]	-19
[8, 4, 3, 2, 2, 2]	-21
[8, 4, 3, 3, 2, 1]	-18
[8, 4, 3, 3, 3, 0]	-15
[8, 4, 4, 2, 2, 1]	-17
[8, 4, 4, 3, 1, 1]	-14
[8, 4, 4, 3, 2, 0]	-14
[8, 4, 4, 4, 1, 0]	-10
[8, 5, 2, 2, 2, 2]	-20
[8, 5, 3, 2, 2, 1]	-17
[8, 5, 3, 3, 1, 1]	-14
[8, 5, 3, 3, 2, 0]	-14
[8, 5, 4, 2, 1, 1]	-13
[8, 5, 4, 2, 2, 0]	-13
[8, 5, 4, 3, 1, 0]	-10
[8, 5, 4, 4, 0, 0]	-6
[8, 5, 5, 1, 1, 1]	-9
[8, 5, 5, 2, 1, 0]	-9
[8, 5, 5, 3, 0, 0]	-6
[8, 6, 2, 2, 2, 1]	-16
[8, 6, 3, 2, 1, 1]	-13
[8, 6, 3, 2, 2, 0]	-13
[8, 6, 3, 3, 1, 0]	-10
[8, 6, 4, 1, 1, 1]	-9
[8, 6, 4, 2, 1, 0]	-9
[8, 6, 4, 3, 0, 0]	-6
[8, 6, 5, 1, 1, 0]	-5
[8, 6, 5, 2, 0, 0]	-5
[8, 6, 6, 1, 0, 0]	-1
[8, 7, 2, 2, 1, 1]	-12
[8, 7, 2, 2, 2, 0]	-12
[8, 7, 3, 1, 1, 1]	-9
[8, 7, 3, 2, 1, 0]	-9
[8, 7, 3, 3, 0, 0]	-6
[8, 7, 4, 1, 1, 0]	-5
[8, 7, 4, 2, 0, 0]	-5
[8, 7, 5, 1, 0, 0]	-1
[8, 7, 6, 0, 0, 0]	+3
[8, 8, 2, 1, 1, 1]	-8
[8, 8, 2, 2, 1, 0]	-8
[8, 8, 3, 1, 1, 0]	-5
[8, 8, 3, 2, 0, 0]	-5
[8, 8, 4, 1, 0, 0]	-1
[8, 8, 5, 0, 0, 0]	+3
[9, 3, 3, 2, 2, 2]	-21
[9, 3, 3, 3, 2, 1]	-18
[9, 3, 3, 3, 3, 0]	-15
[9, 4, 2, 2, 2, 2]	-20
[9, 4, 3, 2, 2, 1]	-17
[9, 4, 3, 3, 1, 1]	-14
[9, 4, 3, 3, 2, 0]	-14
[9, 4, 4, 2, 1, 1]	-13
[9, 4, 4, 2, 2, 0]	-13
[9, 4, 4, 3, 1, 0]	-10
[9, 4, 4, 4, 0, 0]	-6
[9, 5, 2, 2, 2, 1]	-16
[9, 5, 3, 2, 1, 1]	-13
[9, 5, 3, 2, 2, 0]	-13
[9, 5, 3, 3, 1, 0]	-10
[9, 5, 4, 1, 1, 1]	-9
[9, 5, 4, 2, 1, 0]	-9
[9, 5, 4, 3, 0, 0]	-6
[9, 5, 5, 1, 1, 0]	-5
[9, 5, 5, 2, 0, 0]	-5
[9, 6, 2, 2, 1, 1]	-12
[9, 6, 2, 2, 2, 0]	-12
[9, 6, 3, 1, 1, 1]	-9
[9, 6, 3, 2, 1, 0]	-9
[9, 6, 3, 3, 0, 0]	-6
[9, 6, 4, 1, 1, 0]	-5
[9, 6, 4, 2, 0, 0]	-5
[9, 6, 5, 1, 0, 0]	-1
[9, 6, 6, 0, 0, 0]	+3
[9, 7, 2, 1, 1, 1]	-8
[9, 7, 2, 2, 1, 0]	-8
[9, 7, 3, 1, 1, 0]	-5
[9, 7, 3, 2, 0, 0]	-5
[9, 7, 4, 1, 0, 0]	-1
[9, 7, 5, 0, 0, 0]	+3
[9, 8, 1, 1, 1, 1]	-4
[9, 8, 2, 1, 1, 0]	-4
[9, 8, 2, 2, 0, 0]	-4
[9, 8, 3, 1, 0, 0]	-1
[9, 8, 4, 0, 0, 0]	+3
[9, 9, 1, 1, 1, 0]	+0
[9, 9, 2, 1, 0, 0]	+0
[9, 9, 3, 0, 0, 0]	+3
[10, 3, 2, 2, 2, 2]	-20
[10, 3, 3, 2, 2, 1]	-17
[10, 3, 3, 3, 1, 1]	-14
[10, 3, 3, 3, 2, 0]	-14
[10, 4, 2, 2, 2, 1]	-16
[10, 4, 3, 2, 1, 1]	-13
[10, 4, 3, 2, 2, 0]	-13
[10, 4, 3, 3, 1, 0]	-10
[10, 4, 4, 1, 1, 1]	-9
[10, 4, 4, 2, 1, 0]	-9
[10, 4, 4, 3, 0, 0]	-6
[10, 5, 2, 2, 1, 1]	-12
[10, 5, 2, 2, 2, 0]	-12
[10, 5, 3, 1, 1, 1]	-9
[10, 5, 3, 2, 1, 0]	-9
[10, 5, 3, 3, 0, 0]	-6
[10, 5, 4, 1, 1, 0]	-5
[10, 5, 4, 2, 0, 0]	-5
[10, 5, 5, 1, 0, 0]	-1
[10, 6, 2, 1, 1, 1]	-8
[10, 6, 2, 2, 1, 0]	-8
[10, 6, 3, 1, 1, 0]	-5
[10, 6, 3, 2, 0, 0]	-5
[10, 6, 4, 1, 0, 0]	-1
[10, 6, 5, 0, 0, 0]	+3
[10, 7, 1, 1, 1, 1]	-4
[10, 7, 2, 1, 1, 0]	-4
[10, 7, 2, 2, 0, 0]	-4
[10, 7, 3, 1, 0, 0]	-1
[10, 7, 4, 0, 0, 0]	+3
[10, 8, 1, 1, 1, 0]	+0
[10, 8, 2, 1, 0, 0]	+0
[10, 8, 3, 0, 0, 0]	+3
[10, 9, 1, 1, 0, 0]	+4
[10, 9, 2, 0, 0, 0]	+4
[10, 10, 1, 0, 0, 0]	+8
[11, 2, 2, 2, 2, 2]	-19
[11, 3, 2, 2, 2, 1]	-16
[11, 3, 3, 2, 1, 1]	-13
[11, 3, 3, 2, 2, 0]	-13
[11, 3, 3, 3, 1, 0]	-10
[11, 4, 2, 2, 1, 1]	-12
[11, 4, 2, 2, 2, 0]	-12
[11, 4, 3, 1, 1, 1]	-9
[11, 4, 3, 2, 1, 0]	-9
[11, 4, 3, 3, 0, 0]	-6
[11, 4, 4, 1, 1, 0]	-5
[11, 4, 4, 2, 0, 0]	-5
[11, 5, 2, 1, 1, 1]	-8
[11, 5, 2, 2, 1, 0]	-8
[11, 5, 3, 1, 1, 0]	-5
[11, 5, 3, 2, 0, 0]	-5
[11, 5, 4, 1, 0, 0]	-1
[11, 5, 5, 0, 0, 0]	+3
[11, 6, 1, 1, 1, 1]	-4
[11, 6, 2, 1, 1, 0]	-4
[11, 6, 2, 2, 0, 0]	-4
[11, 6, 3, 1, 0, 0]	-1
[11, 6, 4, 0, 0, 0]	+3
[11, 7, 1, 1, 1, 0]	+0
[11, 7, 2, 1, 0, 0]	+0
[11, 7, 3, 0, 0, 0]	+3
[11, 8, 1, 1, 0, 0]	+4
[11, 8, 2, 0, 0, 0]	+4
[11, 9, 1, 0, 0, 0]	+8
[11, 10, 0, 0, 0, 0]	+12
[12, 2, 2, 2, 2, 1]	-15
[12, 3, 2, 2, 1, 1]	-12
[12, 3, 2, 2, 2, 0]	-12
[12, 3, 3, 1, 1, 1]	-9
[12, 3, 3, 2, 1, 0]	-9
[12, 3, 3, 3, 0, 0]	-6
[12, 4, 2, 1, 1, 1]	-8
[12, 4, 2, 2, 1, 0]	-8
[12, 4, 3, 1, 1, 0]	-5
[12, 4, 3, 2, 0, 0]	-5
[12, 4, 4, 1, 0, 0]	-1
[12, 5, 1, 1, 1, 1]	-4
[12, 5, 2, 1, 1, 0]	-4
[12, 5, 2, 2, 0, 0]	-4
[12, 5, 3, 1, 0, 0]	-1
[12, 5, 4, 0, 0, 0]	+3
[12, 6, 1, 1, 1, 0]	+0
[12, 6, 2, 1, 0, 0]	+0
[12, 6, 3, 0, 0, 0]	+3
[12, 7, 1, 1, 0, 0]	+4
[12, 7, 2, 0, 0, 0]	+4
[12, 8, 1, 0, 0, 0]	+8
[12, 9, 0, 0, 0, 0]	+12
[13, 2, 2, 2, 1, 1]	-11
[13, 2, 2, 2, 2, 0]	-11
[13, 3, 2, 1, 1, 1]	-8
[13, 3, 2, 2, 1, 0]	-8
[13, 3, 3, 1, 1, 0]	-5
[13, 3, 3, 2, 0, 0]	-5
[13, 4, 1, 1, 1, 1]	-4
[13, 4, 2, 1, 1, 0]	-4
[13, 4, 2, 2, 0, 0]	-4
[13, 4, 3, 1, 0, 0]	-1
[13, 4, 4, 0, 0, 0]	+3
[13, 5, 1, 1, 1, 0]	+0
[13, 5, 2, 1, 0, 0]	+0
[13, 5, 3, 0, 0, 0]	+3
[13, 6, 1, 1, 0, 0]	+4
[13, 6, 2, 0, 0, 0]	+4
[13, 7, 1, 0, 0, 0]	+8
[13, 8, 0, 0, 0, 0]	+12
[14, 2, 2, 1, 1, 1]	-7
[14, 2, 2, 2, 1, 0]	-7
[14, 3, 1, 1, 1, 1]	-4
[14, 3, 2, 1, 1, 0]	-4
[14, 3, 2, 2, 0, 0]	-4
[14, 3, 3, 1, 0, 0]	-1
[14, 4, 1, 1, 1, 0]	+0
[14, 4, 2, 1, 0, 0]	+0
[14, 4, 3, 0, 0, 0]	+3
[14, 5, 1, 1, 0, 0]	+4
[14, 5, 2, 0, 0, 0]	+4
[14, 6, 1, 0, 0, 0]	+8
[14, 7, 0, 0, 0, 0]	+12
[15, 2, 1, 1, 1, 1]	-3
[15, 2, 2, 1, 1, 0]	-3
[15, 2, 2, 2, 0, 0]	-3
[15, 3, 1, 1, 1, 0]	+0
[15, 3, 2, 1, 0, 0]	+0
[15, 3, 3, 0, 0, 0]	+3
[15, 4, 1, 1, 0, 0]	+4
[15, 4, 2, 0, 0, 0]	+4
[15, 5, 1, 0, 0, 0]	+8
[15, 6, 0, 0, 0, 0]	+12
[16, 1, 1, 1, 1, 1]	+0
[16, 2, 1, 1, 1, 0]	+0
[16, 2, 2, 1, 0, 0]	+0
[16, 3, 1, 1, 0, 0]	+3
[16, 3, 2, 0, 0, 0]	+3
[16, 4, 1, 0, 0, 0]	+7
[16, 5, 0, 0, 0, 0]	+11
[17, 1, 1, 1, 1, 0]	+3
[17, 2, 1, 1, 0, 0]	+3
[17, 2, 2, 0, 0, 0]	+3
[17, 3, 1, 0, 0, 0]	+6
[17, 4, 0, 0, 0, 0]	+10
[18, 1, 1, 1, 0, 0]	+7
[18, 2, 1, 0, 0, 0]	+7
[18, 3, 0, 0, 0, 0]	+10
[19, 1, 1, 0, 0, 0]	+11
[19, 2, 0, 0, 0, 0]	+11
[20, 1, 0, 0, 0, 0]	+15
[21, 0, 0, 0, 0, 0]	+19
